id;nombre;referencias;precioa;preciob;precioc;costo;pesado;iva;existencia
193;CHOCOLISTO 18GR;7,70201E+12;900;784;0;0;0;DIAN IVA 19%;-80
201;COFFEE STAR X100UNID;7,70701E+12;7700;0;0;0;0;DIAN IVA 19%;-850
208;COLCAFE CLASICO SUAVE 250GR;7,70203E+12;37300;36600;0;0;0;DIAN IVA 5%;-173
223;COLGATE MAS CEPILLO 50ML;7,70201E+12;4300;4170;0;0;0;DIAN IVA 19%;-913
230;COLGATE TRIPLE ACCION 22ML;7,70201E+12;2200;2067;0;0;0;DIAN IVA 19%;-471
9738;SALCHICHA SELECIONADA COLANTA DUO ;7,70213E+12;2500;2400;0;0;0;DIAN IVA 19%;-19
232;COLGATE TRIPLE ACCION 60ML;7,70201E+12;3500;3334;0;0;0;DIAN IVA 19%;-11768
234;BON BON BUM X24UNID;7,70201E+12;8400;0;0;0;0;DIAN IVA 19%;-1664
235;BON BON BUM FRESA X24 UNID;7,70201E+12;8400;0;0;0;0;DIAN IVA 19%;-522
237;COLOR DEL FOGON X50UNID;7,70235E+12;1900;1800;0;0;0;DIAN IVA 19%;-226
241;COMINO REY 55GR;7,70218E+12;3300;3160;0;0;0;DIAN IVA 19%;-694
242;COMPOTA HEINZ MANZANA 113GR;6,08875E+11;3500;3250;0;0;0;DIAN IVA 19%;-891
247;CHOCOLATE CORONA TRADICIONAL 250GR;7,70201E+12;8700;8550;0;0;0;DIAN IVA 5%;-828
248;CHOCOLATE CORONA X40UNID ;7,70201E+12;37000;0;0;0;0;DIAN IVA 5%;-46
249;CHOCOLATE CORONA CYC 250GR;7,70201E+12;6900;6750;0;0;0;DIAN IVA 5%;-182
264;ACEITE DE OLIVA EXTR VIRGEN MONTICELLO 250ML;7,70209E+12;27500;0;0;0;0;DIAN IVA 19%;-467
9786;BARBIE MIX ROLLO  X100GR;7,70389E+12;2700;0;0;0;0;DIAN IVA 19%;0
9787;REVOLCON CARAMELO 50UNID;7,70299E+12;6000;0;0;0;0;DIAN IVA 19%;-8
268;DERSA DETERGENTE 125GR;7,70217E+12;1500;1400;0;0;0;DIAN IVA 19%;-4
291;AXION DISCO 130GR;7,50955E+12;1400;1290;0;0;0;DIAN IVA 19%;-7881
297;LASAGNA DORIA 200GR;7,70209E+12;5800;5600;0;0;0;DIAN IVA 19%;-106
299;RIGATONI DORIA 500GR;7,70209E+12;4000;3870;0;0;0;DIAN IVA 5%;-10
300;SPAGHETTI DORIA SABOR A POLLO ASADO 250GR;7,70209E+12;2700;2600;0;0;0;DIAN IVA 5%;-95
301;SPAGHETTI DORIA SABOR RANCHERO 250GR;7,70209E+12;2700;2600;0;0;0;DIAN IVA 5%;-85
302;CODO DORIA 250GR;7,70209E+12;2200;2100;0;0;0;DIAN IVA 5%;-473
304;SPAGHETTI DORIA 500GR;7,70209E+12;3900;0;0;0;0;DIAN IVA 5%;-209
305;SPAGHETTI DORIA SABOR A CHORIZO 250GR;7,70209E+12;2700;2600;0;0;0;DIAN IVA 5%;-146
315;GALLETA DUX INTEGRAL 3X9;7,70203E+12;6400;0;0;0;0;DIAN IVA 19%;-167
320;EL AGUILA BOCADILLO HOJA X18UNID;7,70719E+12;6300;6200;0;0;0;Excluido;-59
328;El Sazon Ajo Molido;7,70727E+12;800;0;0;0;0;DIAN IVA 19%;-13
346;SPAGHETTI PUGLIESE 1.000GR;7,70202E+12;3500;3334;0;0;0;DIAN IVA 5%;-1301
347;Esponja Dorada;7,70711E+12;700;0;0;0;0;DIAN IVA 19%;-274
356;FAB PROTECCION DE COLOR 800GR;7,70219E+12;8800;8500;0;0;0;DIAN IVA 19%;-44
359;FAB MULTIUSOS 300GR ;7,70219E+12;2900;2800;0;0;0;DIAN IVA 19%;-195
9743;PROTECTORES KOTEX X150 CON INDICADOR PH;7,70243E+12;12800;12200;0;0;0;Excluido;-160
9732;SOFT KLEAN FLORAL 1.600ML;7,70231E+12;9500;9250;0;0;0;DIAN IVA 19%;-4
9794;CEPILLO ROPA PINTO DIAMANTE ;7,70711E+12;3600;3450;0;0;0;DIAN IVA 19%;-66
363;FAMILIA ACOLCHAMAX X12UNID;7,70203E+12;19700;19400;0;0;0;DIAN IVA 19%;-2
364;FAMILIA COCINA 50U;7,70203E+12;2400;2300;0;0;0;DIAN IVA 19%;-608
365;FAMILIA ELIMINA OLORES BAMBO 12ML;7,70203E+12;3300;3200;0;0;0;DIAN IVA 19%;0
9816;ESCOBA ORQUIDEA SUAVE PINTO;7,70711E+12;8500;8200;0;0;0;DIAN IVA 19%;-2
371;SERVILLETA FAMILIA 1A1  X150UNID;7,70203E+12;2600;2480;0;0;0;DIAN IVA 19%;-1019
375;FASSI LAVAPLATO 450GR;7,70223E+12;5200;5000;0;0;0;DIAN IVA 19%;0
383;FLUOCARDENT KIDS MAS CEPILLO 50GR;7,70256E+12;7200;6950;0;0;0;DIAN IVA 19%;-122
409;FRUTAS RELLENAS X100UNID;7,70701E+12;6300;0;0;0;0;DIAN IVA 19%;-1795
410;GELATINA FRUTIÑO SIN SABOR 15GR;7,70235E+12;1700;1570;0;0;0;DIAN IVA 19%;-2162
428;NUCITA WAFER X8U;7,70201E+12;4600;0;0;0;0;DIAN IVA 19%;-1418
432;Gelhada Pudin;7,70201E+12;3400;0;0;0;0;DIAN IVA 19%;-2
435;GELATINA FRUTIÑO X4UNID;7,70235E+12;5900;5750;0;0;0;DIAN IVA 19%;-688
439;ARROZ GELVEZ 1KG;7,7072E+12;3900;3800;0;0;0;DIAN IVA 5%;-681
444;Aceite D 1L;7,70922E+12;2000;0;0;0;0;DIAN IVA 19%;-1
452;GOL CHOCOLATE X24UNID;7,70201E+12;28000;0;0;0;0;DIAN IVA 19%;-202
468;GUISAMAC CALDO GALLINA;7,70302E+12;1100;984;0;0;0;DIAN IVA 19%;-12
469;HARINA PAN 1.000GR;7,70208E+12;3300;3250;0;0;0;DIAN IVA 5%;-11913
472;HEAD SHOULDERS 2 EN 1;7,50044E+12;18000;17500;0;0;0;DIAN IVA 19%;-309
475;Head Shoulders Aceite de Coco;7,50044E+12;18000;17500;0;0;0;DIAN IVA 19%;-24
480;VINAGRE BLANCO SALOME 1L;7,70991E+12;2000;1900;0;0;0;DIAN IVA 19%;-121
491;HUGGIES MANITAS Y CARITAS 80UNID;7,70243E+12;7900;7600;0;0;0;DIAN IVA 19%;-216
507;DVC;jo;0;0;0;0;1;DIAN IVA 19%;-12
511;JET CHOCOLATINA X50U;7,70201E+12;54000;0;0;0;0;DIAN IVA 19%;-142
519;JOHNSONS BABY CABELLO OSCURO 100ML;7,70203E+12;6500;0;0;0;0;DIAN IVA 19%;-4
520;CREMA PARA PEINAR JHONSONS 200ML;7,70203E+12;15000;0;0;0;0;DIAN IVA 19%;-72
529;JOHNSONS ROSAS SANDALO 110GR;7,70203E+12;2900;2800;0;0;0;DIAN IVA 19%;-268
530;JOHNSONS ALOE Y VITAMINA 110GR;7,70203E+12;3100;2980;0;0;0;DIAN IVA 19%;-294
539;KATORI 50 ESPIRAL;7,70233E+12;21800;0;0;0;0;Excluido;-241
553;KOTEX X15 PROTECTORES;7,70243E+12;2400;2300;0;0;0;Excluido;-29
558;MERMELADA LA CONSTANCIA FRESA 200GR;7,7021E+12;3300;0;0;0;0;DIAN IVA 19%;-8
561;SALSA DE TOMATE LA CONSTANCIA 150GR;7,7021E+12;2100;1980;0;0;0;DIAN IVA 19%;-8
9644;RIGATON LAVAGASSA 125GR;7,70705E+12;1000;0;0;0;0;DIAN IVA 5%;-5
9642;BOKA FRESA;7,70235E+12;800;710;0;0;0;DIAN IVA 19%;-1339
9718;CERA IMPERIAL 400GR;7,70728E+12;1900;1750;0;0;0;DIAN IVA 19%;-23
571;EL MANICERO LA ESPECIAL X24UNID;7,70201E+12;21500;0;0;0;0;DIAN IVA 19%;-12
576;LA MUÑECA SPAGHETTI 1K;7,70202E+12;4600;4459;0;0;0;DIAN IVA 5%;-521
577;SPAGHETTI LA MUÑECA 250GR;7,70202E+12;1900;1790;0;0;0;DIAN IVA 5%;-53
582;LASAGÑA LASICILIAN 250GR;7,7072E+12;4500;0;0;0;0;DIAN IVA 19%;0
583;ATUN LA SOBERANA LOMOS EN ACEITE 140GR ;7,70291E+12;5800;5600;0;0;0;DIAN IVA 19%;-2719
584;SALMON LA SOBERANA TOMATE 101GR;7,70291E+12;4000;3850;0;0;0;DIAN IVA 19%;-1031
585;SARDINA LA SOBERANA TOMATE 425GR;7,70291E+12;8100;7850;0;0;0;DIAN IVA 19%;-391
591;SPEED STICK PRATIC 30GR;7,50103E+12;3200;3050;0;0;0;DIAN IVA 19%;-1153
593;LADY SPEED STICK 24/7 GEL 10GR;7,70201E+12;1000;945;0;0;0;DIAN IVA 19%;-13
594;LADY SPEED STICK TALC DUO 9G;7,50103E+12;1500;0;0;0;0;DIAN IVA 19%;-207
604;LE FRAGANCE FLORAL 110GR;7,70231E+12;1600;1485;0;0;0;DIAN IVA 19%;-3986
605;LEMON 115GR;7,70102E+12;2000;1900;0;0;0;DIAN IVA 19%;-1591
606;LEMON BLANCO N115GR;7,70102E+12;2000;1900;0;0;0;DIAN IVA 19%;-1354
607;LEMON ROSADO 115GR;7,70102E+12;2000;1900;0;0;0;DIAN IVA 19%;-1146
611;Cloro 1L;7,70999E+12;2600;2460;0;0;0;DIAN IVA 19%;-590
614;LISTERINE CONTROL 180ML;7,70204E+12;8100;7900;0;0;0;DIAN IVA 19%;-19
620;Loza Crem Aloe Rosas;7,70381E+12;6500;0;0;0;0;DIAN IVA 19%;-1
623;Loza Crem Duopack;7,70381E+12;6500;0;0;0;0;DIAN IVA 19%;-1
624;Loza Crem Limon 250gr;7,70381E+12;3000;0;0;0;0;DIAN IVA 19%;-7
629;LUKAFE INTENSO 125GR;7,70209E+12;4600;0;0;0;0;DIAN IVA 5%;-11
630;LUKAFE INTENSO 500GR;7,70209E+12;16900;0;0;0;0;DIAN IVA 5%;-6
631;LUKAFE INTENSO 250GR;7,70209E+12;9000;9000;0;0;0;DIAN IVA 5%;0
634;GUISAMAC;7,70302E+12;1100;984;0;0;0;DIAN IVA 19%;-3995
635;MACARRON PLUGLIESE 1.000GR;7,70202E+12;3500;3334;0;0;0;DIAN IVA 5%;-344
657;MAIZENA VAINILLA 28GR;7,70205E+12;1600;1500;0;0;0;DIAN IVA 19%;-19
658;MAIZENA ORIGINAL 90GR;7,70205E+12;3600;3450;0;0;0;DIAN IVA 19%;-712
670;Pepitonas 140g;7,591E+12;6600;6400;0;0;0;DIAN IVA 19%;-135
672;PINGUINOS MINIX 12U 240GR;7,70533E+12;11200;11000;0;0;0;DIAN IVA 19%;-41
678;ESPONJA BRILLO MATRIX;7,45301E+12;800;625;0;0;0;DIAN IVA 19%;-922
679;MAXCOCO X10 UNID 460GR;7,70201E+12;14000;0;0;0;0;DIAN IVA 19%;-2045
681;MAYONESA NATUCAMPO PREMIUM 200GR;7,70999E+12;5900;5700;0;0;0;DIAN IVA 19%;-1032
685;MILLOWS MASMELOS CREAM X50UNID;7,70201E+12;8000;0;0;0;0;DIAN IVA 19%;-635
692;MIRRINGO ADULTO 1K;7,70309E+12;8900;8650;0;0;0;DIAN IVA 5%;-317
693;MIST MENTA SURTIDO 100UND;7,70217E+12;7500;0;0;0;0;DIAN IVA 19%;-440
694;Mistol Desinfectante 1000ml;mistol;2900;2800;0;0;0;DIAN IVA 19%;-116
695;MISTOL SURTIDOS 500ML;7,70362E+12;2000;1850;0;0;0;DIAN IVA 19%;-195
702;MORDISQUETAS RON CON PASAS X24UNID;7,70201E+12;8700;0;0;0;0;DIAN IVA 19%;-276
706;MUUU LECHE 18UNID;7,70201E+12;4400;0;0;0;0;DIAN IVA 19%;-1554
707;CLUB SOCIAL ORIGINAL 9X3;7,6222E+12;6200;0;0;0;0;DIAN IVA 19%;-1767
710;MAYONESA NATUCAMPO PREMIUM 400GR;7,70999E+12;10300;10000;0;0;0;DIAN IVA 19%;-930
711;LECHE CONDENSADA TUBITO 300GR;7,70723E+12;8100;7900;0;0;0;Excluido;-113
712;SHAMPOO NATURALEZA Y VIDA NEGRO  300ML;7,70238E+12;19000;0;0;0;0;DIAN IVA 19%;-9
720;NESCAFE TRADICIONAL 170GR;7,70202E+12;24600;24000;0;0;0;DIAN IVA 5%;-21
721;NESCAFE TRADICIONAL 50GR;7,70202E+12;9400;9100;0;0;0;DIAN IVA 5%;-23
722;NESCAFE TRADICIONAL 85GR;7,70202E+12;16900;16300;0;0;0;DIAN IVA 5%;-68
723;NESTUM TRIGO MIEL 200GR;7,61303E+12;12400;12000;0;0;0;DIAN IVA 19%;-247
730;DUCALES 2TACOS 294GR;7,70203E+12;6900;6800;0;0;0;DIAN IVA 19%;-246
731;FESTIVAL VAINILLA 12X4;7,70203E+12;10800;0;0;0;0;DIAN IVA 19%;-87
732;FESTIVAL FRESA 12X6;7,70203E+12;12300;0;0;0;0;DIAN IVA 19%;-886
740;PROTECTORES DIARIOS NOSOTRAS X15UNID;7,70203E+12;1800;1700;0;0;0;Excluido;-2089
746;PROTECTORES NOSOTRAS MULTIESTILO X15;7,70203E+12;1900;1800;0;0;0;Excluido;-255
747;NOSOTRAS NORMAL ALAS 10UND;7,70203E+12;3600;3450;0;0;0;Excluido;-40
749;NOSOTRAS DELGADAS X6;7,70203E+12;2200;0;0;0;0;Excluido;-7
753;NOSOTRAS DIA Y NOCHE 6UND;7,70203E+12;3300;3150;0;0;0;Excluido;-230
754;TOALLAS NOSOTRA INVISIBLE CLASICA X30;7,70203E+12;12000;11600;0;0;0;Excluido;-195
757;NUBE CLASICO X 4UNIDADES;7,70715E+12;3400;3300;0;0;0;DIAN IVA 19%;-48
758;TOALLA COSINA NUBE X3UNID 50HJ;7,70715E+12;6200;6000;0;0;0;DIAN IVA 19%;-29
759;NUTELLA 350GR;80177173;18300;18000;0;0;0;DIAN IVA 19%;-17
763;NUTRE CAN CROQUETAS 800GR;7,70271E+12;5600;5480;0;0;0;DIAN IVA 5%;-346
764;NUTRIBELA 180ML CELULAS MADRES;7,70235E+12;10400;10000;0;0;0;DIAN IVA 19%;-64
765;NUTRIBELA 180ML ENZIMOTERAPIA;7,70235E+12;10400;10000;0;0;0;DIAN IVA 19%;-53
771;OREO 12X4 432GR;7,59001E+12;11000;0;0;0;0;DIAN IVA 19%;-948
777;OxyPower 500ml;7,79052E+12;13500;0;0;0;0;DIAN IVA 19%;-1
781;PALMOLIVE DE AVENA 120GR;7,50955E+12;2800;2700;0;0;0;DIAN IVA 19%;-291
784;HARINA PAN CHOCLO 1.000GR;7,70208E+12;8400;8250;0;0;0;DIAN IVA 19%;-42
785;HARINA PAN DE CHOCLO 500GR;7,70208E+12;5300;5180;0;0;0;DIAN IVA 19%;-363
791;Pantene Mascarilla 300ml;7,50044E+12;1400;0;0;0;0;DIAN IVA 19%;-11
796;LECHE ENTERA 200ML;7,70524E+12;1200;1100;900;0;0;Excluido;-1708
9619;ACEITE IDEAL 500ML;7,70966E+12;3600;0;0;0;0;DIAN IVA 19%;-4
798;CREMA DE LECHE FRESKA 100GR;7,70484E+12;2900;2800;0;0;0;Excluido;-9
804;PAÑITOS PEQUEÑIN 100UNID;7,70203E+12;10500;10300;0;0;0;DIAN IVA 19%;-166
805;TOALLITAS PEQUEÑIN X24UNID;7,70203E+12;3300;3150;0;0;0;DIAN IVA 19%;-11
823;PONY MALTA 1.5L;7,702E+12;5000;0;0;0;0;DIAN IVA 19%;-7
833;PURINA 1K;pgk;3900;0;0;0;0;DIAN IVA 5%;-1044
840;RICAVENA INSTANTANEA QUAKER 180GR;7,70219E+12;4700;4530;0;0;0;DIAN IVA 19%;-63
841;QUESADA CHOCOLATE 250GR CLAVOS;7,70209E+12;7600;7400;0;0;0;DIAN IVA 5%;-80
850;BROWNIE 65GR;7,70291E+12;3500;0;0;0;0;DIAN IVA 19%;-18
851;CHOCORRAMO MINI X20UNI;7,70291E+12;14000;13900;0;0;0;DIAN IVA 19%;-7
9782;163;54135;15;5150;0;0;0;DIAN IVA 19%;0
853;Ramo Gala 5U 315g;7,70291E+12;8800;8600;0;0;0;DIAN IVA 19%;-1
861;SALSERO PEQUEÑO 110CC;7,70381E+12;1800;1700;0;0;0;Excluido;-190
862;REFISAL 1.000GR;7,70381E+12;2400;2275;0;0;0;Excluido;-7978
863;REFISAL 500GR;7,70381E+12;1300;1240;0;0;0;Excluido;-1023
869;REXONA BAMBU ROLLON 30ML ;78924222;3600;3450;0;0;0;DIAN IVA 19%;-294
870;REXONA V8 MEN ROLLON 30ML;78930841;3600;3450;0;0;0;DIAN IVA 19%;-378
873;SALSA SABOR A QUESO RIK 300GR;7,59001E+12;16000;15500;0;0;0;Excluido;-73
880;ROBINSON LEUDANTE 1.000GR;7,7072E+12;3400;3300;0;0;0;DIAN IVA 5%;-11427
882;ROBINSON TRADICIONAL 1.000GR;7,7072E+12;3100;3000;0;0;0;DIAN IVA 5%;-709
899;SALTIN NOEL X6UNID;7,70203E+12;9400;9200;0;0;0;Excluido;-435
901;SALTIN NOEL 9X3;7,70203E+12;5500;5350;0;0;0;DIAN IVA 19%;-26
903;SALTIN NOEL 4 TACOS;7,70203E+12;6600;6440;0;0;0;DIAN IVA 19%;-2179
906;Savital Acondicionador 100ml;7,70201E+12;3200;3100;0;0;0;DIAN IVA 19%;-42
908;CREMA DE PEINA SAVITAL 90ML;7,70201E+12;3200;3100;0;0;0;DIAN IVA 19%;-141
911;PRESTOBARBA SCHICK XTREME VERDE;7,59107E+12;2700;0;0;0;0;DIAN IVA 19%;-3059
914;ESPONJA LA MAQUINA SCOTCH BRITE;7,7021E+12;1400;0;0;0;0;DIAN IVA 19%;-233
919;SCOTT DURAMAX REUTILIZABLE X3UNID;7,70243E+12;26500;0;0;0;0;DIAN IVA 19%;-1
923;CAFE SELLO ROJO X10UNID 500GR;7,70203E+12;23000;0;0;0;0;DIAN IVA 5%;-105
924;CAFE SELLO ROJO 125GR;7,70203E+12;7100;6950;0;0;0;DIAN IVA 5%;-2027
925;CAFE SELLO ROJO 250GR;7,70203E+12;10400;10200;0;0;0;DIAN IVA 5%;-486
926;CAFE SELLO ROJO 500GR;7,70203E+12;26900;26650;0;0;0;DIAN IVA 5%;-360
934;PRESTOBARBA QUATRO 4;4,89123E+12;4200;3850;0;0;0;DIAN IVA 19%;-851
937;QIDA CAT 500GR;7,70271E+12;4800;4600;0;0;0;DIAN IVA 5%;-2832
939;SPARKIES X70UNI;7,70213E+12;9300;0;0;0;0;DIAN IVA 19%;-38
946;SUAVITEL VAINILLA 180ML;7,50955E+12;1500;1380;0;0;0;DIAN IVA 19%;-232
948;SUAVITEL PRIMAVERAS430ML;7,70201E+12;3100;3000;0;0;0;DIAN IVA 19%;-1154
954;SUPER RIEL BARRA 400GR;7,70231E+12;3200;3084;0;0;0;DIAN IVA 19%;-2208
962;SUPREMO BARRA 300GR;7,70966E+12;2700;2600;0;0;0;DIAN IVA 19%;-9902
982;TORTILLA INTEGRAL MX8;7,70533E+12;10600;10450;0;0;0;DIAN IVA 19%;-40
989;TRIFOGON DEL FOGON 20GR;7,70235E+12;900;867;0;0;0;DIAN IVA 19%;-5363
990;COLGATE TRIPLE ACCION 150ML;7,50955E+12;12000;11800;0;0;0;DIAN IVA 19%;-1479
993;DIABLITOS UNDER WOOD 115GR;7,59107E+12;8900;8600;0;0;0;DIAN IVA 19%;-312
9735;BOMBILLOS PHILIPS DOU 12W;7,70208E+12;12000;0;0;0;0;DIAN IVA 19%;-3
9687;TINTE KERATON 6.66;7,70723E+12;9500;9200;0;0;0;DIAN IVA 19%;0
9765;VASELINA ROSADA 60GR;7,70845E+12;2500;2200;0;0;0;DIAN IVA 19%;-4
1000;ATUN VAN CAMPS LOMITOS 160GR;7,70237E+12;6900;6800;0;0;0;DIAN IVA 19%;-85
1002;VANISH ROSADO 30GR;7,70263E+12;1900;1750;0;0;0;DIAN IVA 19%;-162
1003;VANISH BLANCO 450ML;7,70263E+12;4800;4650;0;0;0;DIAN IVA 19%;-180
1015;VEL ROSITA 200GR;7,70219E+12;3100;2950;0;0;0;DIAN IVA 19%;-14
1018;VELON SANTA MARIA N4;7,7073E+12;3000;2917;0;0;0;DIAN IVA 19%;-698
1022;Vikingos Atun Aceite 170g;7,70209E+12;3800;0;0;0;0;DIAN IVA 19%;-10
1025;WINNY 4X30;7,70102E+12;39000;38600;0;0;0;DIAN IVA 19%;-877
1026;WINNY 5X30;7,70102E+12;43000;42500;0;0;0;DIAN IVA 19%;-517
1027;WINNY 0X30;7,70102E+12;22200;21800;0;0;0;DIAN IVA 19%;-125
1028;WINNY 2X30;7,70102E+12;27000;26600;0;0;0;DIAN IVA 19%;-346
1035;CREMA YODORA PROTECCION 12GR ;7,70206E+12;3400;3200;0;0;0;DIAN IVA 19%;-148
1040;ARVEJA NATURAL ZENU 580GR;7,7011E+12;6100;0;0;0;0;DIAN IVA 19%;-7
1042;ARVEJA CON ZANAHORIA ZENU 300GR;7,7011E+12;5100;4950;0;0;0;DIAN IVA 19%;-103
1045;SALCHICHA FRANFURT ZENU X7UNID;7,7011E+12;10400;10100;0;0;0;DIAN IVA 19%;-14
1046;TALCO BOROCANFOR 120GR;75930530;3200;2900;0;0;0;DIAN IVA 19%;-56
1048;PONDS AGE MIRACLE 7GR;7,70201E+12;2700;2600;0;0;0;DIAN IVA 19%;-23
1049;PONDS FACIAL DESMAQUILLADORA;7,70201E+12;1500;1367;0;0;0;DIAN IVA 19%;-49
1053;Pantene;7,50044E+12;1200;0;0;0;0;DIAN IVA 19%;-49
1054;SHAMPO SAVITAL MULTIVITAMINA;7,70201E+12;1000;875;0;0;0;DIAN IVA 19%;-91
1074;JOHNSNS ORIGINAL 110GR;7,70203E+12;2900;2800;0;0;0;DIAN IVA 19%;-319
1075;JOHNSONS ALMENDRAS Y AVENA 110GR;7,70203E+12;2900;2800;0;0;0;DIAN IVA 19%;-263
1085;AVENA HOJUELAS QUAKER 190GR;7,70219E+12;1800;0;0;0;0;DIAN IVA 5%;-3
1086;Quaker;7,70219E+12;500;0;0;0;0;DIAN IVA 19%;-21
1088;QUESO REDONDO PEQUEÑO DOBLE CREMA;queso;5800;0;0;0;0;DIAN IVA 19%;-456
1089;FESTIVAL CHOCOLATE 12X4;7,70203E+12;10800;0;0;0;0;DIAN IVA 19%;-157
1090;FESTIVAL CHOCOLATE 12X6;7,70203E+12;12700;0;0;0;0;DIAN IVA 19%;-1143
1091;FESTIVAL LIMON 6X12;7,70203E+12;12300;0;0;0;0;DIAN IVA 19%;-845
1092;Pin Pop 24U;7,70217E+12;6600;0;0;0;0;DIAN IVA 19%;-51
1096;GELATINA FRUTIÑO SIN SABOR 4UNID 30GR;7,70235E+12;2600;2500;0;0;0;DIAN IVA 19%;-618
1100;AVENA HOJUELA IDEAL 500GR;7,70894E+12;2600;2450;0;0;0;DIAN IVA 5%;-1
1109;ARROZ DIANA 500GR;7,70251E+12;2000;0;0;0;0;DIAN IVA 0%;-263
9802;CREMARROZ FRESA 200GR;7,70309E+12;2400;2300;0;0;0;DIAN IVA 19%;-1
1114;CONCHITA LA MUÑECA 250GR;7,70202E+12;1900;1790;0;0;0;DIAN IVA 5%;-8
1116;SPAGHETTI COMARRICO 1.000GR;7,70731E+12;5600;5417;0;0;0;DIAN IVA 5%;-889
1122;SPAGHETTI DORIA 250GR;7,70209E+12;2200;2100;0;0;0;DIAN IVA 5%;-197
